Longitude,Latitude,RFBO_0 raw values
-157.05815497806864,22.00677673649134,2.3143493E-5
-159.8681880674924,22.312930134640155,1.7074427E-4
-159.88425158383487,23.918706181383236,3.734304E-5
-158.01313376506388,20.929557624796033,5.806799E-6
-158.8413748078489,21.679233268551936,4.272592E-5
-160.81482856551256,20.84448070825835,1.5830681E-5
-157.35901027889926,23.175198062208384,8.392306E-6
-160.10383385696468,20.778183134110428,3.4476623E-5
-160.30843427810936,21.154645777226584,3.404427E-5
-159.2614581462391,23.490375192572042,1.1425959E-4
-159.46268558893033,22.46879039209991,3.110057E-4
-160.15346509260613,22.459715697977657,1.00563084E-4
-161.25406542060486,21.135508467910597,1.1435154E-5
-159.68856839874942,23.383955141518232,1.3693367E-4
-160.11882779732787,21.99868412997153,3.3253184E-6
-159.8390091463056,21.10601643257144,2.8736631E-5
-160.17394285315814,20.330359415825402,4.766265E-6
-159.75844336197503,20.987180316670415,4.140361E-5
-160.9464942121439,21.661487440650994,2.337384E-5
-157.32538582955436,21.199797778779164,4.204075E-6
-160.75796938453615,23.290552894363152,8.530246E-5
-160.5123033361641,21.992321738861488,2.1456746E-5
-159.7414956393225,24.23053696001434,3.400056E-5
-157.76565924321585,21.829874383365752,1.8330387E-5
-159.18960796060054,21.051099532942096,3.7433023E-5
-160.3948961243921,20.590984840830288,1.0985561E-5
-159.39197836732342,22.53457111558298,2.5545663E-4
-160.39537708616353,22.730029511848457,1.0808967E-4
-159.26529103441212,21.11379484919192,1.99062E-5
-160.01581377636188,23.72401151626047,9.0115005E-5
-157.987505697854,23.421719806673416,4.031801E-5
-157.10871167640533,22.794782751768565,2.3900295E-5
-160.5082149816098,24.054081058888293,4.2499254E-5
-159.37418161085506,23.763233987091244,8.596105E-5
-160.00167054176612,21.942706336235528,2.2958317E-5
-159.73958695275607,23.961259470676502,8.709401E-5
-158.70959074566235,22.10373406741099,7.459648E-5
-159.24655133412745,21.72820889833288,6.520866E-5
-159.95471328241968,21.200649465258874,4.2419357E-5
-158.61505145722688,21.384581781287697,1.648025E-5
-158.5881660980444,23.419073127268504,9.2255556E-5
-159.01239787835848,21.631860656954213,2.6846461E-5
-160.62458956138266,21.742145580295652,1.6343472E-5
-159.2608658973538,24.07696378442209,1.11533285E-4
-157.96994033837362,22.584792904926967,1.0811747E-4
-160.41931389433145,23.874105565269172,5.354687E-5
-157.34690045622517,21.575765124810438,1.6108086E-5
-158.14221972117048,24.08534139438731,2.0024565E-5
-161.20880962759304,22.88710349287252,1.8577E-5
-157.31137925994975,22.282180222904877,4.6067235E-5
-159.21476786234038,22.850619513561277,1.2991442E-4
-158.1118550306351,22.21095169859028,1.21902E-4
-158.06593325846674,21.79952777188306,2.190988E-5
-159.83772901849323,23.98293022746389,6.648027E-5
-160.90315303190033,22.456813482904153,4.766177E-6
-160.8588521872057,21.399250945258576,1.3754231E-5
-157.3358604947128,22.440435669842618,1.0428293E-4
-160.15312924617137,22.867961962651545,1.00363184E-4
-159.4658422962459,24.322587034524453,6.6053995E-5
-159.33875954845044,24.116259835520847,5.5289995E-5
-161.001441030497,20.58650554766746,1.184626E-5
-159.25692004340507,21.387052955548207,5.7380665E-5
-160.0056526183513,21.666330728481118,2.3199738E-5
-158.76633115432602,20.692829325781005,1.00856405E-5
-161.55068015777243,21.45545902779135,2.5951906E-5
-159.45539133589475,23.92795177226243,1.0148181E-4
-158.5346396121115,23.62110962773016,7.22291E-5
-157.68934217317275,23.068564818296913,2.8594786E-5
-158.38784397410672,22.779960071487537,1.5655292E-4
-159.43634683938618,23.215592709989394,1.452529E-4
-160.24080696140558,23.915679755352233,4.5967317E-5
-157.48841361839743,23.05927318600694,2.5587338E-5
-159.43338736756377,22.329476380494725,2.4589643E-4
-158.9842647668338,22.609460471345127,1.625347E-4
-160.13664633613868,24.13133454608107,4.3408545E-5
-160.74775908233113,20.911381177535635,3.3187862E-5
-159.9213942645285,24.126899194492484,8.236972E-5
-161.18628809349264,21.88740575889076,2.3021388E-5
-160.90724718628152,20.65704697107213,8.389118E-6
-158.51976086753842,23.9624016288817,6.401585E-5
-159.8557475596256,24.32510182763407,7.4737494E-5
-158.47099674739442,22.278108299091414,2.8247302E-4
-159.26322174990136,20.071158240513782,1.7958348E-6
-159.83185840487516,21.523723332405297,4.0936335E-5
-160.34105115795418,20.262414237531353,7.6756305E-6
-160.29914580392207,22.936972226232555,6.155782E-5
-160.4386705391777,22.237490253332112,4.1905456E-5
-161.46700733147753,21.556471581498997,2.2562137E-5
-159.55360364820456,20.102436789812312,1.3892814E-6
-157.42078445639586,22.942740546197697,3.1660373E-5
-160.20062776602927,24.14017307335049,5.688099E-6
-157.6319634424522,21.613614553083988,1.5067467E-5
-159.84546749062534,21.086636109109573,3.2669246E-5
-159.56121137819224,24.450671913352984,2.5176958E-5
-160.57828819580155,22.09637020183561,2.045902E-5
-160.931095131618,20.735050801622712,1.0584893E-5
-159.7105526883774,22.477134314444925,3.4784904E-4
-158.06228487211382,23.53822040221279,4.0943778E-5
-160.16899324667992,21.39490381122116,2.3557028E-5
-161.39687073969435,21.361020521922246,1.8885708E-5
-161.41159896835921,22.535491259069243,2.2737233E-5
-159.48023821697433,21.15462101762724,2.0582784E-5
-161.62428676606893,22.750341418553155,1.7823657E-5
-160.3101518175469,23.35212102515525,1.270317E-4
-159.00643301028433,23.91900029438239,4.150663E-5
-157.99926966586912,21.06833915692269,5.4554375E-6
-159.05378889645147,24.326503155350363,3.3618846E-5
-157.7267416835313,20.655769068732432,1.3097016E-7
-160.60842682393712,23.99166239981753,1.295503E-5
-158.9746952358991,20.61771760815809,9.983725E-6
-159.0101132263466,24.157802311490336,7.2034825E-5
-160.10114330542206,20.338987896807176,4.7486433E-6
-159.17166768246182,20.246703424062872,3.074752E-6
-159.30344900242397,21.162318613896232,1.9620544E-5
-159.66933192976063,23.109735846134846,1.8031325E-4
-160.11133006610072,22.60050775245957,1.4162132E-4
-160.66619092664845,23.90381218521811,1.5860778E-5
-158.81516561834022,24.297018593645788,7.103279E-5
-157.66387034117588,23.73882663797925,3.160492E-5
-158.2321701890417,22.833648343808836,1.640347E-4
-159.488179139523,23.093585466177323,3.174416E-4
-160.03005471556142,20.668313891352046,1.93637E-5
-160.55452454143148,22.4248479324857,6.0572936E-5
-157.98570472411558,23.92432062197246,3.7069996E-5
-159.1771228994165,21.04921668234671,1.7215441E-5
-157.337818428363,22.4692097224494,5.8671107E-5
-158.72090444312258,23.81826248591973,7.010972E-5
-160.54980738543847,22.44288446035523,6.2716126E-6
-159.5576755046783,21.808741487286113,4.0399835E-5
-160.09274496374667,21.4079386102074,3.4074594E-5
-161.71708868762167,22.480691918437977,1.4344399E-5
-158.1088101830349,23.9708302081855,3.3687116E-5
-160.0038504088225,22.917061191910793,1.2533796E-4
-159.51007093052368,22.563907434985445,1.5876749E-4
-158.40058837008726,21.471110159404343,1.087165E-5
-160.07483058911546,24.07927882978513,8.905793E-5
-160.94966649377287,21.909532996573407,2.9932477E-5
-159.5047987402692,23.994685717495965,3.2719745E-5
-158.31408995223902,22.184627095747114,1.1232657E-4
-158.9902605453235,23.178768377749805,1.1682295E-4
-161.4787010674587,22.394641154404614,1.74585E-5
-158.26385531092996,21.207208276012594,8.945742E-6
-159.86733937365875,24.02568068694908,7.5323944E-5
-160.82857990247356,22.614739296908148,3.8254E-5
-157.7586275805294,22.987822763748948,4.8361708E-5
-159.2734218694177,22.781638690155592,1.1074568E-4
-160.26164662847063,20.203638203539796,4.0671766E-6
-160.80278596871457,23.5901373573189,8.732437E-6
-160.3936643981816,23.053440279613618,1.3208721E-4
-158.45651799068898,20.27436988190121,4.795031E-6
-159.6469017736885,24.18428757518353,1.1813492E-4
-160.65773409015142,22.194663700781625,4.5379245E-5
-160.5804048373638,20.659009234342943,1.2405224E-5
-158.1686394871162,21.998687927299784,4.0809202E-5
-158.7644061173028,23.517714465516605,4.8110476E-5
-159.02676810023965,21.40401554229843,6.201113E-5
-160.99728595221129,21.192155521377153,1.6389215E-5
-159.31863990875505,22.498039282716896,3.5534022E-4
-158.873415498491,20.28157311953603,6.8323084E-6
-159.2672412144565,22.85649965353749,1.04616156E-4
-159.59408102581017,24.346437629707857,3.4935674E-5
-160.5502373118648,23.66580545200388,5.5411238E-5
-158.38364734083308,21.49833885015856,1.3766222E-5
-157.15028270609378,21.693073345294952,8.4042895E-6
-157.43905444675215,23.457400708916015,3.4106462E-5
-158.541377791927,22.059646901670355,5.150296E-5
-160.28480749227236,21.825439610346887,1.1258502E-5
-159.505433172662,20.20566074209816,3.951845E-6
-159.51872352627566,23.32130181032155,1.061974E-4
-159.65914268631767,23.600236274843347,8.252189E-5
-159.5266856361981,20.633020621269303,2.6405438E-5
-158.81657490581435,21.066642148230216,3.999087E-5
-159.12632825608063,20.62890711050113,1.2609672E-5
-160.08410610372042,21.70988777360914,2.1089536E-5
-159.97531775006496,21.47841976469409,3.0787232E-5
-158.41392667236607,22.654663371109365,1.4369676E-4
-160.54745309971648,23.7748380871896,5.9749E-5
-159.63735047541434,20.87708310788692,2.6022106E-5
-158.58649169943246,21.11489276963764,7.466887E-6
-161.0702440837212,23.482499719553584,3.224865E-5
-161.19430246672195,23.537861799390672,2.3510824E-5
-157.82073205626543,23.154097905743882,4.035877E-5
-159.40691289468953,24.11240613865243,9.8495475E-5
-158.67318321707015,21.227376501030836,1.5789223E-5
-159.86245564990347,23.18534252113198,1.2768312E-4
-159.475162580012,22.626563485990623,2.2346937E-4
-159.75517231553482,20.943030964769747,2.8998124E-5
-158.03133564156443,22.438010689862686,8.53218E-5
-160.23306461973993,20.640001966268706,2.0881444E-5
-160.30182016381536,21.344676443191133,3.135327E-5
-160.34068623298134,22.745371447308866,1.0659619E-4
-158.6845594757173,21.66650026002583,1.9414283E-5
-158.4455719212833,20.470596891588574,4.3119953E-6
-160.69469083975793,21.52442627550967,1.2904436E-6
-159.28095486596314,21.75808969643144,4.0788353E-5
-158.0917863882605,23.993880958859542,2.0337522E-5
-159.6505520064576,23.433161477303102,1.3051173E-4
-158.05030495281244,22.045542571433856,3.6927708E-5
-159.48381337631906,23.27378371763245,1.3335167E-4
-160.30146746477914,21.58307116526142,2.8048826E-5
-158.57829342047017,21.678471433419364,2.091024E-5
-158.50329841794397,23.20211118723509,1.2606251E-4
-159.2527201512237,21.229600610095808,2.6117932E-5
-158.2968711765898,23.9263581821117,4.084077E-5
-158.52027616191404,21.023519634442252,1.6428108E-5
-158.20534401359205,22.298379441578167,1.942911E-4
-160.8524779314288,23.813108000828894,4.253308E-5
-159.5030304361302,24.006780891651026,7.297923E-5
-158.84203552399245,21.276225330622072,9.667151E-5
-160.87654873953053,21.04920782651437,2.1835356E-5
-158.87708487203082,21.471222394499378,7.0108435E-5
-160.75468922008815,20.867051691932783,4.849979E-6
-161.54003940910258,23.125121945043023,8.825303E-6
-157.69129037930767,20.98782818418357,2.687602E-6
-160.46545611919433,21.80562623965592,1.3900646E-5
-157.75543212084185,21.771789001322144,2.0764648E-5
-160.83411620404993,23.223866489513696,7.7156605E-5
-158.98136117062853,20.29429947291793,4.5390766E-6
-159.48755142736923,24.438298938680163,1.2441193E-4
-161.07488516647396,22.737735678380517,8.618704E-6
-158.67308259465912,21.320964210037523,3.532334E-5
-160.13727215826017,23.741600466838893,4.989173E-5
-157.91202757847225,23.383102757570068,4.465519E-5
-158.49834750298186,22.398420039553894,1.9423194E-4
-158.6000612510754,21.640194651255104,2.7723228E-5
-158.43375437924067,22.90275391427791,1.7279564E-4
-159.3369204609249,20.997417398767837,1.570382E-5
-160.5264230381804,21.310566690025194,2.0539677E-5
-158.17704669964132,22.031144407397903,4.6079113E-5
-160.8810709470812,23.23255780741374,7.968227E-5
-159.37009469563301,20.080576484029404,1.7815128E-6
-158.5045422571365,22.279213795084917,3.0478276E-4
-157.82232043156776,21.220853080697015,3.890532E-6
-157.82641121632335,22.05814481152507,4.3498396E-5
-158.88209549971108,24.294692665863984,7.0971095E-5
-159.91504160991937,24.132165223579474,5.9445756E-5
-159.26070655980377,21.749816506092824,4.178233E-5
-159.36936516442054,21.752225891230136,3.6618996E-5
-159.21520297013925,24.059806176149884,5.411662E-5
-158.35841154031752,22.567439881280723,1.6606793E-4
-160.55262823513567,23.984836535080547,1.858857E-5
-157.364738803469,22.36965680354694,5.7766305E-5
-159.31473237660884,20.689659599176444,1.6533444E-5
-159.50838294940164,24.099167154449077,6.101428E-5
-158.93199056708386,23.89276590807533,7.019041E-5
-160.3540311660302,20.471026604345198,5.292687E-6
-159.21482789826527,20.08535834155572,1.997332E-6
-158.0503999263755,20.78635313202722,8.007601E-6
-158.35658608451004,23.681384559648365,4.0469487E-5
-159.05241074753877,21.400743970437137,6.584287E-5
-159.62991070219493,23.574661910259998,8.093577E-5
-158.96024678122012,22.171155305703298,2.2652396E-4
-160.38386710493643,23.868638189672296,7.878883E-5
-159.78386245312427,23.1840843793369,9.834702E-5
-161.09372150891824,22.85022756282962,1.5603648E-5
-161.27364191311162,22.21131045534379,2.4931196E-5
-157.56395534463488,21.503225269565316,7.332448E-6
-158.01534471140852,22.596327938662775,1.7970626E-4
-160.65616855292558,21.94953770110046,3.78828E-5
-159.8447910491895,23.339358725077236,8.267773E-5
-157.66417522463206,22.640564909374568,8.6633256E-5
-159.09717917727338,23.38586471566523,1.16773896E-4
-157.2445278070901,21.720438402278823,2.1513333E-5
-159.66051144210542,20.61600904293351,1.7287228E-5
-159.1117605426013,22.426330885243107,1.7609858E-4
-158.71442797462348,22.241481604145914,1.7703348E-4
-158.01949653302324,21.37302143592272,9.858146E-6
-159.2624830704853,21.362648642600263,2.7169444E-5
-157.69144262308563,22.930444510682037,4.6621673E-5
-160.4828540877978,21.072649232773166,3.0922545E-6
-157.65767803287957,22.17982500314284,7.96541E-5
-160.697598701397,23.379621657479888,8.4727566E-5
-159.27397645968935,21.829126758754846,4.8628386E-5
-161.02647268068526,21.241540885742957,1.631558E-5
-160.18773485265393,22.8492275077179,1.1511598E-4
-160.0589426690741,20.20263080961616,4.583752E-6
-159.62313440411887,21.517089858555853,2.3020852E-5
-158.68130334599343,22.99986788366102,2.2879176E-4
-158.89658285550425,22.90836274221002,1.558303E-4
-157.71174313327873,21.041099795007273,4.5067472E-6
-161.43873557210534,21.36360256712716,9.99115E-6
-157.26831548052724,22.5240637533126,6.724738E-5
-159.58353701659746,24.477804239869698,4.9129303E-5
-160.5341256947599,22.814777830508323,1.51706E-4
-160.46252987615253,23.842317056124276,6.3945845E-5
-159.3553268534572,21.9620756063617,6.2364685E-5
-158.45081093979368,21.40332716428873,1.4634299E-5
-159.07136643601567,22.352181779185695,2.8022524E-4
-160.47566869167483,22.43861656913791,7.8505975E-5
-157.48650643155483,22.139478247134125,4.807674E-5
-160.00788860035433,23.92159097142293,5.4119027E-5
-160.83731676458794,23.151381801157036,5.2798587E-5
-160.1948401796282,22.408379793543695,1.0285784E-4
-158.48674478938975,21.299307412173597,1.6370717E-5
-158.84596220697463,20.623610106171263,8.230302E-6
-158.29271027163648,20.98948994683317,9.433827E-6
-160.27539952554702,23.593104917861602,1.2823657E-4
-159.18189908480832,21.36353129583009,2.3260176E-5
-159.2996391938937,20.063277953158273,1.7264682E-6
-159.93512734198822,24.29785304936372,3.5176763E-5
-158.4170028072699,22.181455605831893,1.8570315E-4
-160.38655687586217,22.236388350840468,4.443841E-5
-158.38995558974878,21.840342905029814,3.457703E-5
-160.06423823533734,20.614411823186664,1.3149571E-5
-157.69752141984546,21.42308302302607,4.775115E-6
-161.32465305796802,22.00310248647261,2.1206048E-5
-157.88660971081134,20.581286030278196,2.627209E-6
-160.185748202815,22.66047393834182,1.7854941E-4
-159.22789885715514,23.792052294443035,6.99919E-5
-158.167013625428,23.211163534765298,5.0348914E-5
-159.28116398070068,21.14194333947535,2.288235E-5
-161.0572103528755,22.889871944749324,1.3543884E-5
-160.84750699889992,22.74567077592829,2.147282E-5
-157.36487707890188,21.728085773387907,1.3901473E-5
-160.6085098310236,22.090845685843643,2.5078172E-5
-159.9080940838653,23.532204126373216,6.52224E-5
-158.23726817088271,22.66027968541521,1.7704027E-4
-160.03087699255923,22.411868264293663,1.7189933E-4
-159.81030406180406,20.413107944863764,1.2775874E-5
-159.855917338206,22.413950020790143,1.8548293E-4
-158.53239069736682,21.002046029799665,1.1885567E-5
-161.27878254034377,21.277088177658655,2.3185592E-5
-157.7111054073089,21.90338515928687,2.199722E-5
-160.77751500800676,23.695244490356433,5.109727E-5
