variable,x,y
anom,-1.3269999623298645,6.978233432164416E-5
anom,-1.3198719625473023,6.978233432164416E-5
anom,-1.31274396276474,6.978233432164416E-5
anom,-1.3056159629821777,6.978233432164416E-5
anom,-1.2984879631996156,6.978233432164416E-5
anom,-1.2913599634170532,6.978233432164416E-5
anom,-1.284231963634491,6.978233432164416E-5
anom,-1.2771039638519288,6.978233432164416E-5
anom,-1.2699759640693664,6.978233432164416E-5
anom,-1.2628479642868042,6.978233432164416E-5
anom,-1.2557199645042418,6.978233432164416E-5
anom,-1.2485919647216797,6.978233432164416E-5
anom,-1.2414639649391175,6.978233432164416E-5
anom,-1.234335965156555,6.978233432164416E-5
anom,-1.227207965373993,6.978233432164416E-5
anom,-1.2200799655914307,6.978233432164416E-5
anom,-1.2129519658088683,6.978233432164416E-5
anom,-1.2058239660263061,6.978233432164416E-5
anom,-1.198695966243744,6.978233432164416E-5
anom,-1.1915679664611816,6.978233432164416E-5
anom,-1.1844399666786194,6.978233432164416E-5
anom,-1.1773119668960572,6.978233432164416E-5
anom,-1.1701839671134948,6.978233432164416E-5
anom,-1.1630559673309326,6.978233432164416E-5
anom,-1.1559279675483705,6.978233432164416E-5
anom,-1.148799967765808,6.978233432164416E-5
anom,-1.1416719679832459,6.978233432164416E-5
anom,-1.1345439682006835,6.978233432164416E-5
anom,-1.1274159684181213,6.978233432164416E-5
anom,-1.1202879686355591,6.978233432164416E-5
anom,-1.113159968852997,6.978233432164416E-5
anom,-1.1060319690704346,6.978233432164416E-5
anom,-1.0989039692878724,6.978233432164416E-5
anom,-1.09177596950531,6.978233432164416E-5
anom,-1.0846479697227478,6.978233432164416E-5
anom,-1.0775199699401856,6.978233432164416E-5
anom,-1.0703919701576232,6.978233432164416E-5
anom,-1.063263970375061,6.978233432164416E-5
anom,-1.0561359705924986,6.978233432164416E-5
anom,-1.0490079708099365,6.978233432164416E-5
anom,-1.0418799710273743,6.978233432164416E-5
anom,-1.034751971244812,6.978233432164416E-5
anom,-1.0276239714622497,6.968039087951183E-5
